INPUT:diff1	INPUT:diff2	INPUT:query1	INPUT:query2	OUTPUT:result	CONFIDENCE:result
nikole	nicole	happy baby nikole	happy baby nicole	no	81.28%
shoo	shop	shoo pom	shop pom	yes	92.92%
бизибордов	бизиборд	бизибордов	бизиборд	yes	68.49%
ethor	etor	ethor	etor	no	79.08%
ben	benz	ben sherman 43	benz sherman 43	no	91.18%
beaute	beauty	la beaute paris	la beauty paris	yes	54.71%
адам	отдам	адам метал	отдам метал	no	81.54%
ровер	номер	ручка ленд ровер дискавери 4	ручка ленд номер дискавери 4	no	99.93%
cумки	сумка	cумки moschino	сумка moschino	no	95.41%
playstaion	playstation	playstaion 3	playstation 3	yes	70.28%
jedi	jedo	sagitta jedi	sagitta jedo	no	87.87%
exite	excite	dynaudio exite	dynaudio excite	yes	99.72%
pfg	зап	trw pfg 110	trw зап 110	no	99.86%
makie	mackie	makie	mackie	yes	66.71%
esx	eos	korg esx-1	korg eos-1	no	98.69%
focal	focus	focal ifr	focus ifr	yes	55.37%
pallet	wallet	pallet wide	wallet wide	no	99.22%
бандо	бандаж	бикини бандо	бикини бандаж	no	95.52%
shit	shot	shit	shot	no	96.75%
iwatch	switch	iwatch часы 3 series	switch часы 3 series	yes	76.05%
vellvete	velvette	vellvete	velvette	yes	96.42%
hower	honor	dw hower	dw honor	no	68.03%
hyndai	hyundai	hyndai santa fe мкпп	hyundai santa fe мкпп	yes	99.99%
tmax	max	tmax	max	yes	52.87%
тайота	тойоты	аренда тайота камри такси	аренда тойоты камри такси	yes	99.99%
foce	force	foce	force	yes	71.06%
компресор	компрессоры	автомобильный компресор с ресивером	автомобильный компрессоры с ресивером	no	53.37%
ручник	ручки	volvo s40 ручник	volvo s40 ручки	no	99.99%
весла	кресла	intex весла	intex кресла	no	99.83%
крс	круг	автопоилки для крс	автопоилки для круг	no	96.93%
lancia	lancer	lancia voyager	lancer voyager	yes	61.41%
ipone	iphone	ipone 6s 16g	iphone 6s 16g	yes	99.85%
focal	focus	focal rcx 130	focus rcx 130	no	90.21%
ark	mark	ark benefit s502 аккумулятор	mark benefit s502 аккумулятор	no	56.10%
war	air	god of war edition	god of air edition	no	96.95%
бартер	бампер	авто бартер на участок	авто бампер на участок	no	99.41%
аккамулятор	аккумулятора	аккамулятор для samsung	аккумулятора для samsung	yes	73.47%
чистки	диски	апарат для чистки кожи	апарат для диски кожи	no	99.92%
hyndai	hyundai	hyndai getz подрулевой переключатель	hyundai getz подрулевой переключатель	yes	99.98%
lend	land	toyota lend cruizer 80	toyota land cruizer 80	yes	99.57%
lexys	lexus	lexys ls разбор	lexus ls разбор	yes	97.17%
мерседе	мерседес	блок розжига ксенона мерседе w204	блок розжига ксенона мерседес w204	yes	99.99%
коломна	колонка	passat коломна	passat колонка	no	99.99%
rage	range	fox rage terminator	fox range terminator	no	76.34%
бензанасос	бензонасос	бензанасос на камри	бензонасос на камри	yes	99.99%
бегушая	бегущая	бегушая строка	бегущая строка	yes	94.21%
lee	led	lee кожа	led кожа	yes	74.32%
ady	lady	sharan ady	sharan lady	no	99.87%
grande	grand	grande punto фары	grand punto фары	no	71.20%
lio	liu	lio jo 44-46	liu jo 44-46	no	99.18%
open	opel	babolat pure aero french open	babolat pure aero french opel	no	83.96%
реле	руль	rodos реле	rodos руль	no	73.61%
шуруповёрта	шуруповерт	аккумулятор для шуруповёрта макита	аккумулятор для шуруповерт макита	no	97.21%
fdnjvjqobr	автомойщик	fdnjvjqobr	автомойщик	yes	99.98%
jcb	usb	jcb 290	usb 290	yes	54.71%
river	rover	rapid river 245 70 16	rapid rover 245 70 16	yes	57.85%
cts	gtx	cadillac cts 2004	cadillac gtx 2004	no	97.12%
после	шоссе	iveco stralis после дтп	iveco stralis шоссе дтп	no	99.97%
camper	cooper	camper 31	cooper 31	no	71.79%
балтик	балтика	балтик модуль	балтика модуль	yes	92.59%
evel	evil	resident evel	resident evil	yes	99.98%
райнон	район	щекинский райнон г совестк	щекинский район г совестк	yes	98.93%
magi	magic	magi noire	magic noire	no	96.17%
afd	фав	mamiya afd	mamiya фав	no	99.86%
laser	lancer	xiaomi mijia laser	xiaomi mijia lancer	no	59.43%
решотка	решётки	ауди а 3 решотка радиатора	ауди а 3 решётки радиатора	yes	99.99%
sgp	agp	spigen sgp	spigen agp	no	99.99%
stag	star	stag гбо	star гбо	no	96.81%
реле	руля	блок реле ярис	блок руля ярис	yes	91.13%
бпв	бмв	бинокль бпв 7х50	бинокль бмв 7х50	no	99.96%
grl	gll	grl	gll	no	97.97%
арматурные	арматуры	арматурные хомуты	арматуры хомуты	no	99.97%
глина	плита	3м глина	3м плита	no	58.19%
susuki	suzuki	susuki intruder 1400	suzuki intruder 1400	yes	88.25%
c-класс	класс	mercedes-benz c-класс 2000	mercedes-benz класс 2000	no	99.29%
красоты	работы	аренда под студию красоты	аренда под студию работы	no	99.99%
акумулятор	аккумулятора	акумулятор титан	аккумулятора титан	no	99.62%
hyndai	hyundai	hyndai accent ставрополь	hyundai accent ставрополь	yes	99.99%
поршни	пороги	ауди 100 поршни	ауди 100 пороги	no	99.85%
iqs	iqos	iqs	iqos	yes	70.54%
toyo	toyota	toyo versado	toyota versado	yes	76.51%
катер	камера	алюминевый катер	алюминевый камера	no	99.97%
ротор	мотор	hope ротор	hope мотор	yes	62.79%
premio	premium	allion premio	allion premium	yes	61.76%
xlo	xlr	xlo limited edition	xlr limited edition	no	99.88%
git	fit	git 3	fit 3	no	68.68%
саба	сабо	2 саба	2 сабо	yes	52.60%
аккамуляторы	аккумулятор	аккамуляторы ноутбучные	аккумулятор ноутбучные	yes	99.99%
balteko	balteco	balteko	balteco	yes	99.39%
лобня	щебня	авто лобня электроплиты	авто щебня электроплиты	no	95.52%
хондай	хендай	автомобили хондай москва	автомобили хендай москва	yes	99.92%
коронка	колонки	dewalt коронка	dewalt колонки	no	99.66%
алигаторная	аллигаторная	алигаторная пила	аллигаторная пила	yes	99.99%
sandro	sandero	sandro новый	sandero новый	yes	74.80%
срт	снт	srt срт диск	srt снт диск	no	94.68%
lio	liu	lio	liu	yes	52.99%
continentale	continental	continentale	continental	yes	84.30%
gkfytnf	планета	b gkfytnf	b планета	yes	99.99%
аллюминиевая	алюминиевая	аллюминиевая ферма	алюминиевая ферма	yes	98.99%
ровер	номер	автомеханик автослесарь ленд ровер	автомеханик автослесарь ленд номер	no	99.96%
дэо	дэу	блок предохранителей дэо	блок предохранителей дэу	yes	91.45%
reike	reima	reike ботинки	reima ботинки	no	99.63%
базы	без	базы поставщиков	без поставщиков	no	97.31%
стелс	стекло	930 стелс stels	930 стекло stels	no	98.26%
mad	man	mad bull	man bull	no	78.21%
аккамуляторов	аккумуляторов	аккамуляторов болгарка	аккумуляторов болгарка	yes	99.99%
безопастность	безопасность	безопастность астра н	безопасность астра н	yes	99.99%
плата	платье	itx материнская плата	itx материнская платье	no	99.96%
gti	gtx	polo 6n gti	polo 6n gtx	no	99.60%
блины	плиты	блины для штанги 30 мм	плиты для штанги 30 мм	no	99.74%
sekret	secret	viktoria sekret оригинал	viktoria secret оригинал	yes	97.79%
браунсер	баунсер	браунсер	баунсер	yes	68.81%
sang	ssang	бампер sang yong актион	бампер ssang yong актион	yes	89.89%
баба	база	баба яга кузя	база яга кузя	no	99.87%
балайнер	баулайнер	балайнер	баулайнер	no	99.97%
аллюминиевая	алюминиевая	аллюминиевая полуприцеп цистерна	алюминиевая полуприцеп цистерна	yes	88.85%
маркова	маркса	3-к квартиры маркова	3-к квартиры маркса	no	93.34%
ipfon	ifone	ipfon 7	ifone 7	no	99.99%
transsport	transport	transsport	transport	yes	97.04%
амартизаторы	амортизаторы	амартизаторы шевроле круз	амортизаторы шевроле круз	yes	99.97%
маска	москва	estel маска	estel москва	no	99.84%
inda	onda	inda	onda	no	66.76%
hen	gen	mira hen	mira gen	no	98.68%
icepaek	icepeak	icepaek	icepeak	yes	99.60%
биметаллический	металлический	биметаллический радиатор купить в сургуте	металлический радиатор купить в сургуте	yes	83.98%
jbe	jbl	jbe f10 купить	jbl f10 купить	no	93.07%
aplle	apple	aplle watch 3 41mm	apple watch 3 41mm	yes	99.99%
cherry	chery	jackall cherry	jackall chery	no	95.30%
тайота	работа	автомобили тайота	автомобили работа	no	99.40%
бачек	бочек	бачек для унитаз	бочек для унитаз	yes	98.85%
kota	skoda	minn kota c2 30	minn skoda c2 30	no	93.80%
citizen	citroen	citizen automat	citroen automat	yes	97.95%
xplorer	xplory	xiro xplorer 2	xiro xplory 2	no	98.12%
-type	x-type	jaguar x-type аудио	jaguar x x-type аудио	no	82.14%
lxs	ixs	honda accord lxs крыло переднее правое	honda accord ixs крыло переднее правое	no	78.71%
басаножки	босоножки	ecco басаножки	ecco босоножки	yes	90.05%
globo	global	globo x90	global x90	no	99.86%
bose	bosch	bose acoustimass 10	bosch acoustimass 10	no	99.98%
shuberth	schuberth	shuberth шлем	schuberth шлем	yes	99.99%
-комнатные	комнатные	2-комнатные	2 комнатные	no	95.00%
лом	дом	аллюминий лом	аллюминий дом	no	97.30%
решотка	решетки	j32 решотка радиатора	j32 решетки радиатора	yes	99.59%
sxf	yzf	sxf 350	yzf 350	no	99.97%
raser	ranger	raser delta	ranger delta	no	64.32%
rhsie	крышу	jrc yf rhsie	jrc yf крышу	yes	99.25%
cga	vga	cga vga	vga vga	yes	89.00%
алюминевая	алюминиевая	алюминевая пыль	алюминиевая пыль	yes	95.76%
